"geolocation_zip_code_prefix","geolocation_lat","geolocation_lng"
"4166","-23.636358","-46.606431525535214"
"4116","-23.591081757794147","-46.62983498081553"
"4156","-23.631168803220035","-46.62230154815625"
"4140","-23.6081776194369","-46.632620132898694"
"4141","-23.6098570022217","-46.63100266763806"
"4182","-23.640028145709515","-46.594463317098494"
"4108","-23.577149766028043","-46.62781945420967"
"4143","-23.614163601448396","-46.636660026920204"
"4149","-23.618692749379623","-46.61841094976628"
"4101","-23.59179351012755","-46.6314113664955"
"4191","-23.646464841965464","-46.60588125220686"
"4195","-23.655498370246406","-46.61284586955392"
"4140","-23.607096496249095","-46.63389161518265"
"4150","-23.620904431608505","-46.619108431608495"
"4165","-23.629983056610364","-46.603798685671464"
"4127","-23.601594489035723","-46.631452499999995"
"4125","-23.60032082598529","-46.619216654452096"
"4116","-23.59242227338563","-46.625804727451076"
"4164","-23.630868028549042","-46.606646657774185"
"4130","-23.60337923397195","-46.61787356411219"
"4158","-23.621741528449416","-46.61902352164008"
"4164","-23.626102693865775","-46.60960357562472"
"4141","-23.612668847625375","-46.633397636966954"
"4140","-23.583580155981295","-46.603243598245754"
"4127","-23.600212491257423","-46.63198373036527"
"4163","-23.629784427145236","-46.61405748542904"
"4119","-23.59163147821568","-46.633382245628724"
"4166","-23.63372152400601","-46.60545877061566"
"4107","-23.57625732519953","-46.63426340211328"
"4129","-23.60379728128772","-46.62206326778597"
"4135","-23.608293108517536","-46.62954875367879"
"4111","-23.587186693865775","-46.63280982361937"
"4195","-23.65839078628315","-46.61553215459633"
"4152","-23.62506327200066","-46.625449903139234"
"4102","-23.592533914523916","-46.6316995809894"
"4161","-23.626358439978468","-46.61128047567616"
"4148","-23.614374374401358","-46.620277978215675"
"4130","-23.6047830133302","-46.62119134248949"
"4176","-23.633718852068778","-46.60272193297362"
"4145","-23.617446454065444","-46.63226388842404"
"4165","-23.629983056610364","-46.603798685671464"
"4106","-23.583348628368604","-46.63495645934556"
"4144","-23.619496002221705","-46.63797174326278"
"4184","-23.648861064112186","-46.59935283680533"
"4153","-23.626063765333253","-46.62503586385208"
"4140","-23.60712780238331","-46.63274574479198"
"4139","-23.60631552899767","-46.63567282944774"
"4131","-23.60900280711414","-46.61938470253016"
"4119","-23.591598496249087","-46.634310754371285"
"4105","-23.57863580322004","-46.639494869553914"
"4107","-23.579221107132554","-46.63487900652087"
"4116","-23.594266801835055","-46.627553970165586"
"4186","-23.643452410208354","-46.590645933810336"
"4142","-23.612191434749768","-46.62914743721697"
"4148","-23.614926276155593","-46.62369301748515"
"4120","-23.59678045268046","-46.628641760199656"
"4135","-23.611065757977958","-46.62984534026777"
"4116","-23.591727754371277","-46.62935954954122"
"4113","-23.586104713572624","-46.62688129141905"
"4194","-23.652472840412013","-46.607633429222695"
"4105","-23.57920653289282","-46.63852964293957"
"4137","-23.610520710710784","-46.62556917177754"
"4125","-23.600412303912524","-46.62054169692418"
"4134","-23.607487697472454","-46.62251274424374"
"4162","-23.62652390742832","-46.60746460670287"
"4102","-23.590329522550334","-46.63175129640077"
"4134","-23.604947759911212","-46.62384801941837"
"4180","-23.636221155981303","-46.601162460038054"
"4165","-23.62311206411218","-46.60754463973691"
"4162","-23.627676172882026","-46.61174801196039"
"4177","-23.641205970217026","-46.60373091809682"
"4140","-23.607484449622042","-46.63247921842005"
"4171","-23.639283272000654","-46.61285156411219"
"4127","-23.60333242131686","-46.6272708270818"
"4143","-23.616457040798664","-46.63510402761268"
"4186","-23.654163530671106","-46.602088983899826"
"4159","-23.62209479156327","-46.60764596502972"
"4146","-23.61524749930751","-46.625709410352584"
"4145","-23.617277601448407","-46.63316000138497"
"4114","-23.585775496249095","-46.62512167055226"
"4146","-23.618207442310418","-46.632815457593104"
"4186","-23.645393203445074","-46.59347397224307"
"4119","-23.597426126839395","-46.63495279239997"
"4146","-23.6174025431646","-46.63073891756594"
"4134","-23.607177391338233","-46.62079196863638"
"4195","-23.655498370246406","-46.61284586955392"
"4120","-23.595721376074792","-46.63495232653355"
"4105","-23.574393774914842","-46.6317872761556"
"4177","-23.640225042609362","-46.60461257101561"
"4182","-23.639418178458097","-46.59322395198796"
"4143","-23.613034159587986","-46.636996793640726"
"4125","-23.600316520399332","-46.618305427837726"
"4128","-23.6022119686364","-46.63372296725142"
"4117","-23.59066461281671","-46.63308329156328"
"4134","-23.607894730221044","-46.62140176256558"
"4127","-23.600181635581976","-46.62597440798665"
"4156","-23.63088147377229","-46.62343242630852"
"4191","-23.646396436580304","-46.60447167860232"
"4145","-23.61501334893704","-46.62967125683808"
"4165","-23.627728037191982","-46.60554103358529"
"4115","-23.590462452680466","-46.6262412485429"
"4117","-23.588550922009347","-46.634720390645725"
"4185","-23.64358945268047","-46.59246370344507"
"4146","-23.61557545989382","-46.625335250620374"
"4138","-23.613700452680458","-46.63408628864909"
"4195","-23.656942676380638","-46.61174348473656"
"4120","-23.595140447226836","-46.6314062773618"
"4101","-23.593008600977825","-46.630030948517984"
"4182","-23.643402087425716","-46.599838784898175"
"4195","-23.659907184127775","-46.6140997106218"
"4117","-23.589315944030073","-46.624677023458524"
"4131","-23.603150514570956","-46.616698895925865"
"4104","-23.575100689422378","-46.63967098251484"
"4130","-23.60492785508348","-46.620605479906025"
"4123","-23.6254455","-46.62913499999999"
"4144","-23.615484663887155","-46.63779995697962"
"4121","-23.601605869774758","-46.621329475315"
"4186","-23.645393203445074","-46.59347397224307"
"4186","-23.65038081709849","-46.59760446932888"
"4153","-23.62666515613704","-46.622681024580196"
"4148","-23.614399581741555","-46.6257512879566"
"4115","-23.590463510964266","-46.62647974854289"
"4144","-23.615612999999996","-46.63732949999999"
"4116","-23.59181139439665","-46.627090124617695"
"4144","-23.61867442492354","-46.6367895678631"
"4117","-23.588255689857803","-46.62624780672299"
"4191","-23.646396436580304","-46.60447167860232"
"4104","-23.57646445628714","-46.6374816931733"
"4140","-23.6081776194369","-46.632620132898694"
"4124","-23.59615427699232","-46.618830723007676"
"4120","-23.59557683097696","-46.63134858035657"
"4111","-23.587186693865775","-46.63280982361937"
"4137","-23.611811584511518","-46.62101197599397"
"4101","-23.578637165416357","-46.640007429915194"
"4184","-23.650103789859696","-46.600296706227596"
"4117","-23.588880065785627","-46.626666390789964"
"4120","-23.596080496249083","-46.62867024271452"
"4151","-23.621557568959613","-46.62733888190317"
"4132","-23.62367756713797","-46.62002998812322"
"4186","-23.645393203445074","-46.59347397224307"
"4113","-23.586104713572624","-46.62688129141905"
"4154","-23.627822497222812","-46.621048141280134"
"4195","-23.659490336112842","-46.61479139260764"
"4133","-23.618961261728877","-46.619384972243076"
"4164","-23.630637719400994","-46.60761159922671"
"4195","-23.65601288117493","-46.61426577165388"
"4119","-23.604147450458765","-46.635040514426706"
"4167","-23.633501249235398","-46.61410452844942"
"4124","-23.59615427699232","-46.618830723007676"
"4144","-23.617074887039067","-46.637581431588636"
"4104","-23.57675554831318","-46.63866254905953"
"4135","-23.608293108517536","-46.62954875367879"
"4150","-23.621825084655743","-46.62225796849215"
"4111","-23.586648988343242","-46.63166570774425"
"4105","-23.57920653289282","-46.63852964293957"
"4124","-23.595930723007687","-46.618693302527525"
"4169","-23.657936084499855","-46.61598152483371"
"4101","-23.592690175182163","-46.621060994430024"
"4125","-23.601268665560585","-46.61756078504239"
"4124","-23.597262931732864","-46.6177110760574"
"4113","-23.583447503462455","-46.62696149999999"
"4102","-23.590329522550334","-46.63175129640077"
"4106","-23.582813112960935","-46.63616525214957"
"4144","-23.617402030526883","-46.63600807201804"
"4116","-23.594480968088135","-46.626798666945575"
"4174","-23.63163202553522","-46.606761000000006"
"4168","-23.635596300305835","-46.61817666694557"
"4195","-23.65519060365419","-46.611936871836875"
"4163","-23.6263452850424","-46.61546947960068"
"4166","-23.644885766864764","-46.60622961795259"
"4184","-23.648631150152923","-46.601798647238724"
"4134","-23.605537997778303","-46.62479640244674"
"4140","-23.608954519562612","-46.63211964100631"
"4122","-23.60388991840267","-46.62104071051421"
"4102","-23.590329522550334","-46.63175129640077"
"4195","-23.655413824669484","-46.611792282659756"
"4124","-23.599527454065438","-46.62261799930752"
"4186","-23.640408572273437","-46.58601528439411"
"4131","-23.609061174840967","-46.6182425538523"
"4171","-23.63794417929482","-46.61186759908248"
"4135","-23.608362865947235","-46.629597771856425"
"4144","-23.622794004991658","-46.63641274132953"
"4153","-23.627523855675463","-46.62701321579433"
"4127","-23.601700529286138","-46.62670016472387"
"4117","-23.588377585896506","-46.62829895850884"
"4140","-23.607484449622042","-46.63247921842005"
"4130","-23.60492785508348","-46.620605479906025"
"4162","-23.62727483152521","-46.60894599347912"
"4141","-23.61041811434591","-46.63263307660568"
"4190","-23.6528547799065","-46.60322387968146"
"4124","-23.598384317790988","-46.62211861449014"
"4169","-23.636456497085803","-46.61444152553523"
"4130","-23.604153600611678","-46.61807401595593"
"4126","-23.597825773241404","-46.629928534970276"
"4157","-23.635432590275848","-46.61631181455682"
"4143","-23.61555146655892","-46.63453127546311"
"4149","-23.616184411045072","-46.62368326311386"
"4104","-23.575100689422378","-46.63967098251484"
"4147","-23.619253452680464","-46.629873"
"4105","-23.57682953788448","-46.63592869539499"
"4140","-23.6081776194369","-46.632620132898694"
"4144","-23.614711040798667","-46.63750605314792"
"4169","-23.64980025950717","-46.613833020255086"
"4126","-23.59810298320391","-46.63383574589482"
"4120","-23.59385556221385","-46.63194878017776"
"4176","-23.635339208436733","-46.602893629753595"
"4193","-23.649519666945576","-46.61214188926075"
"4112","-23.588926837353593","-46.63315079669916"
"4120","-23.5952762110526","-46.63150359286315"
"4184","-23.649459354802804","-46.59990993515363"
"4195","-23.656903646264837","-46.61108930049595"
"4176","-23.635116922557604","-46.60388700360667"
"4122","-23.602512876767282","-46.620779170003985"
"4112","-23.585217034970285","-46.62780272690282"
"4136","-23.60925838986065","-46.62487477019592"
"4142","-23.612191434749768","-46.62914743721697"
"4193","-23.6507880180334","-46.606816000144235"
"4119","-23.591664471002318","-46.634579245628714"
"4104","-23.575219212193705","-46.63945744987875"
"4173","-23.63635920483004","-46.609853757285464"
"4135","-23.608437789341565","-46.62993438121069"
"4145","-23.616140416873453","-46.63063247307979"
"4122","-23.597062731151443","-46.63074723529522"
"4117","-23.58949837649221","-46.6274888819909"
"4166","-23.639092450398433","-46.607423825083195"
"4104","-23.57646445628714","-46.6374816931733"
"4152","-23.624552270117267","-46.62047156408316"
"4139","-23.60631552899767","-46.63567282944774"
"4117","-23.590843208436723","-46.634117228143566"
"4120","-23.597291116567607","-46.62712350054825"
"4163","-23.623190371823352","-46.61449151007526"
"4193","-23.647894438801995","-46.61195165306711"
"4134","-23.6050855567546","-46.6236647134284"
"4128","-23.60077099417161","-46.63367249278664"
"4153","-23.624914075768945","-46.62712301249348"
"4117","-23.589317766576304","-46.627940137659444"
"4134","-23.606804305297498","-46.623033990420716"
"4142","-23.61132755453289","-46.63088186955392"
"4169","-23.639301953372946","-46.613393565497155"
"4168","-23.633907454065437","-46.61040253719199"
"4103","-23.578934333054423","-46.63717169608748"
"4104","-23.57675554831318","-46.63866254905953"
"4164","-23.621512054677126","-46.609013451843744"
"4151","-23.621538040492343","-46.627201573374926"
"4128","-23.602882452680458","-46.63200183527613"
"4122","-23.602843844018693","-46.62088215168213"
"4129","-23.603132095475786","-46.62314123550117"
"4128","-23.60125699417162","-46.63369296003806"
"4127","-23.607422999999997","-46.62811051442672"
"4131","-23.603150514570956","-46.616698895925865"
"4142","-23.611512142939553","-46.63174594823707"
"4125","-23.60193738995325","-46.618254419095166"
"4104","-23.575225368861435","-46.63906354010618"
"4184","-23.648631150152923","-46.601798647238724"
"4162","-23.62662913572619","-46.60440844823705"
"4109","-23.57525436105025","-46.6323139083399"
"4195","-23.657030294397497","-46.61027180883824"
"4113","-23.586104713572624","-46.62688129141905"
"4119","-23.591918294477466","-46.63533274132953"
"4165","-23.629983056610364","-46.603798685671464"
"4144","-23.614711040798667","-46.63750605314792"
"4112","-23.588718633071807","-46.632490118933546"
"4159","-23.62210027061567","-46.60723953497029"
"4105","-23.57920653289282","-46.63852964293957"
"4138","-23.613670445467097","-46.631451494171614"
"4191","-23.646521364030352","-46.60318841529385"
"4128","-23.60125699417162","-46.63369296003806"
"4143","-23.616169040798667","-46.635243527612694"
"4117","-23.587823011656766","-46.62638173896361"
"4126","-23.599308688037397","-46.63081318013155"
"4107","-23.58162358312654","-46.63470874493623"
"4110","-23.58576675833432","-46.63351689583582"
"4107","-23.579351601448394","-46.63349822329614"
"4190","-23.648608037191988","-46.6006835954758"
"4130","-23.605202011656758","-46.61844120275258"
"4146","-23.61736784263372","-46.628738548992985"
"4119","-23.591647445467107","-46.63409324562872"
"4185","-23.649597495557828","-46.59418315580286"
"4163","-23.62868754615719","-46.61430269132347"
"4176","-23.63264754030045","-46.60302803713129"
"4162","-23.62662913572619","-46.60440844823705"
"4174","-23.63594213321916","-46.608722218378965"
"4117","-23.590534265047093","-46.632377807663424"
"4142","-23.613495747706178","-46.62337699056493"
"4191","-23.646464841965464","-46.60588125220686"
"4194","-23.655131632812","-46.608970285042396"
"4105","-23.57794633389114","-46.635589879969935"
"4117","-23.589570394396652","-46.63213898834323"
"4114","-23.58690745268046","-46.623271332361924"
"4168","-23.63341045268046","-46.60935216180968"
"4127","-23.601429199001668","-46.633010039961945"
"4180","-23.636025344856307","-46.601161354474385"
"4104","-23.575672456287137","-46.637972649316204"
"4112","-23.587335671548637","-46.62897495053388"
"4165","-23.62526339938832","-46.606894439350256"
"4156","-23.632807714957597","-46.624907881210675"
"4116","-23.593265036355255","-46.628158018177636"
"4134","-23.604923965029712","-46.62457027116395"
"4143","-23.614220462115526","-46.636289669859764"
"4194","-23.655131632812","-46.608970285042396"
"4108","-23.57853860560335","-46.63208015306711"
"4143","-23.614645473772285","-46.63506932653354"
"4117","-23.589620412718514","-46.63276898834323"
"4112","-23.587947607276778","-46.62971432139767"
"4195","-23.656454343364803","-46.612981424803905"
"4150","-23.618879716631042","-46.6236648012868"
"4138","-23.613670445467097","-46.631451494171614"
"4173","-23.63884431556929","-46.61088951679264"
"4144","-23.622794004991658","-46.63641274132953"
"4156","-23.632807714957597","-46.624907881210675"
"4136","-23.60981478934157","-46.62603317485142"
"4155","-23.63299493366611","-46.62672019747246"
"4126","-23.59803065667379","-46.62848920552253"
"4108","-23.581181220930212","-46.6309862858791"
"4153","-23.62641099916328","-46.62348735858964"
"4136","-23.609036378296494","-46.624870759651415"
"4107","-23.57972421648681","-46.634536032056076"
"4105","-23.576127980461532","-46.63522625701535"
"4113","-23.586629946447648","-46.62632877434947"
"4120","-23.59633033749783","-46.630461205666776"
"4194","-23.652169722170964","-46.611019870246395"
"4130","-23.605514109354257","-46.62153297016561"
"4127","-23.601594489035723","-46.631452499999995"
"4111","-23.58493091158741","-46.6330391841194"
"4191","-23.645072891950967","-46.605887414059545"
"4156","-23.632807714957597","-46.624907881210675"
"4191","-23.646396436580304","-46.60447167860232"
"4140","-23.600245777684805","-46.62949298265907"
"4144","-23.614711040798667","-46.63750605314792"
"4186","-23.643672569248082","-46.59042706855558"
"4113","-23.585672179294818","-46.626842572710515"
"4144","-23.61868491257429","-46.637824484592336"
"4162","-23.62777072217096","-46.61219407146978"
"4166","-23.643488210658433","-46.605521299613336"
"4106","-23.580384872612342","-46.63373971565009"
"4115","-23.589800570360698","-46.62769000249169"
"4101","-23.574194079018582","-46.64032233806032"
"4110","-23.585879776299826","-46.63373111365343"
"4152","-23.625709722170964","-46.62279603497029"
"4145","-23.616266594235036","-46.63348055966879"
"4195","-23.658096572854763","-46.614482596860775"
"4134","-23.608604931204173","-46.620585003798894"
"4140","-23.60590732760994","-46.62908109623806"
"4129","-23.603027070777294","-46.62349419470251"
"4146","-23.615122074337084","-46.62533641440122"
"4102","-23.592533914523916","-46.6316995809894"
"4119","-23.59239970552254","-46.63522420760002"
"4139","-23.60542831057763","-46.63307895406544"
"4130","-23.60492785508348","-46.620605479906025"
"4120","-23.5952762110526","-46.63150359286315"
"4112","-23.58536696502972","-46.62776186081135"
"4130","-23.605321787956594","-46.61841524617698"
"4107","-23.58173244240868","-46.634568255063755"
"4116","-23.594096021928543","-46.62436001817762"
"4138","-23.612490650008695","-46.635113110883474"
"4109","-23.575318438253742","-46.63217957216227"
"4127","-23.600277503462454","-46.631002080904835"
"4117","-23.589738449362237","-46.63426935345377"
"4125","-23.601375303364264","-46.617158289341575"
"4101","-23.593008600977825","-46.630030948517984"
"4127","-23.600624605055078","-46.631132376219014"
"4195","-23.655498370246406","-46.61284586955392"
"4154","-23.63044847821569","-46.62374274271451"
"4143","-23.616204475157268","-46.63618105689883"
"4140","-23.600605777684805","-46.62955942437527"
"4187","-23.64739432008899","-46.5935759492279"
"4191","-23.642163953372954","-46.60155396003806"
"4141","-23.60982500499166","-46.631071325148575"
"4145","-23.616446416873462","-46.63404338926076"
"4153","-23.62758724340701","-46.623373601304166"
"4142","-23.61160282431185","-46.63264838412488"
"4167","-23.63438239040215","-46.609898452829334"
"4144","-23.61868491257429","-46.637824484592336"
"4107","-23.578314056062105","-46.63409803926945"
"4183","-23.643081104910852","-46.598940707051746"
"4194","-23.654149700530873","-46.610426975301486"
"4136","-23.61194652826554","-46.62902036087666"
"4111","-23.586627070488824","-46.63295151832187"
"4181","-23.639014708292493","-46.59754188787578"
"4161","-23.630441228143567","-46.615641784205685"
"4164","-23.628441132667774","-46.609262208580944"
"4136","-23.613005074383974","-46.62442165029715"
"4145","-23.617896307519196","-46.634754305441724"
"4153","-23.627157003606673","-46.62648745989381"
"4112","-23.587947607276778","-46.62971432139767"
"4166","-23.64667947765283","-46.60996076650177"
"4140","-23.6071454454671","-46.6335619103526"
"4120","-23.59613147821569","-46.62861425728548"
"4135","-23.61074277407813","-46.630213805441734"
"4134","-23.60722199278664","-46.62218042048014"
"4119","-23.593925833292435","-46.63506812108665"
"4185","-23.645743383560053","-46.58873144331719"
"4184","-23.64506983236194","-46.599060960038045"
"4190","-23.64990690872712","-46.60154246339342"
"4119","-23.597426126839395","-46.63495279239997"
"4156","-23.633465259507172","-46.62191797960065"
"4123","-23.595961055225388","-46.622078961855735"
"4134","-23.607744182064778","-46.62126081655024"
"4152","-23.623909339541314","-46.62643806882285"
"4111","-23.584941","-46.63001924999999"
"4104","-23.575100689422378","-46.63967098251484"
"4106","-23.581958919787642","-46.63572645253624"
"4150","-23.618879716631042","-46.6236648012868"
"4183","-23.641948443434877","-46.59263506082713"
"4105","-23.57552932638933","-46.63461534999131"
"4141","-23.609343478215685","-46.6342499074384"
"4143","-23.615463561486454","-46.63435003413356"
"4181","-23.638758789341566","-46.60117763696696"
"4142","-23.612650837353595","-46.631150329447735"
"4145","-23.615373499307506","-46.62870288481736"
"4117","-23.589546580068127","-46.63254351165676"
"4117","-23.589600463788962","-46.63262137898897"
"4164","-23.624582280599","-46.60984093352188"
"4104","-23.57661356924808","-46.63755140896762"
"4131","-23.609027598389986","-46.61832190313921"
"4105","-23.57920653289282","-46.63852964293957"
"4117","-23.589519580068124","-46.63219251165677"
"4117","-23.590800754919545","-46.63419588121067"
"4101","-23.578637165416357","-46.640007429915194"
"4163","-23.628468656673792","-46.615246045934555"
"4194","-23.65180739578163","-46.61325469386577"
"4107","-23.576755725229376","-46.63451608312653"
"4132","-23.62367275889204","-46.620031501830276"
"4140","-23.6035116880374","-46.6301791984534"
"4128","-23.603120832361938","-46.63165348557327"
"4134","-23.60757354815625","-46.62252191756594"
"4186","-23.647458415488483","-46.5960975874257"
"4112","-23.587426843470436","-46.62893070898499"
"4110","-23.586038852905503","-46.63414167193722"
"4117","-23.590523232298512","-46.63236086594724"
"4156","-23.632901496537553","-46.625331525535216"
"4195","-23.65758299713525","-46.611464728259875"
"4134","-23.605474840960284","-46.62386438926077"
"4142","-23.612650837353595","-46.631150329447735"
"4187","-23.649897069940568","-46.59789976672054"
"4155","-23.63287036886143","-46.625765956287154"
"4165","-23.629983056610364","-46.603798685671464"
"4149","-23.618425271327048","-46.61566257919174"
"4144","-23.617922684088377","-46.637667039537284"
"4131","-23.609027598389986","-46.61832190313921"
"4144","-23.619496002221705","-46.63797174326278"
"4102","-23.590329522550334","-46.63175129640077"
"4141","-23.608882372468116","-46.63572237621902"
"4128","-23.597395239800335","-46.6334940910324"
"4130","-23.604756987794982","-46.62114184248947"
"4184","-23.64506983236194","-46.599060960038045"
"4187","-23.650982214265117","-46.59664315084541"
"4121","-23.596844154395015","-46.63382192316478"
"4118","-23.59425518290151","-46.62905793949449"
"4104","-23.575219212193705","-46.63945744987875"
"4131","-23.60693321787179","-46.6183066851232"
"4106","-23.582576912574293","-46.63637574063704"
"4117","-23.5894161895666","-46.624980462808"
"4181","-23.638554138917918","-46.596613000055974"
"4116","-23.591189891482465","-46.62393742131687"
"4195","-23.655413824669484","-46.611792282659756"
"4132","-23.612467659165034","-46.617706659646124"
"4104","-23.574671999999993","-46.637951018321864"
"4173","-23.639380994171617","-46.60849984915458"
"4101","-23.593123748530044","-46.62986210421039"
"4162","-23.62680913572619","-46.60547894532286"
"4106","-23.580117135726198","-46.630595577298145"
"4186","-23.645393203445074","-46.59347397224307"
"4130","-23.604938004991663","-46.621760657510514"
"4101","-23.57781728256682","-46.6404790800438"
"4158","-23.623940503750905","-46.6167507485429"
"4131","-23.60534723757863","-46.61730181210682"
"4106","-23.58007817124474","-46.633266817098495"
"4121","-23.601605869774758","-46.621329475315"
"4112","-23.587426843470436","-46.62893070898499"
"4115","-23.59002819995767","-46.62803886495539"
"4167","-23.63168503052689","-46.611680992786624"
"4143","-23.614409462115518","-46.63618616985977"
"4135","-23.608362865947235","-46.629597771856425"
"4121","-23.601605869774758","-46.621329475315"
"4124","-23.595930723007687","-46.618693302527525"
"4104","-23.575974580068117","-46.63826004662704"
"4140","-23.60580252899767","-46.629841416180966"
"4164","-23.621720710077224","-46.60988980323288"
"4111","-23.586627070488824","-46.63295151832187"
"4134","-23.607192740492824","-46.62400907063304"
"4174","-23.634486230781558","-46.60847614900174"
"4112","-23.588223621703506","-46.63086576602805"
"4104","-23.575100689422378","-46.63967098251484"
"4191","-23.64693187882649","-46.60739444005044"
"4109","-23.576722721622698","-46.63302108756994"
"4128","-23.602815503462455","-46.633243164723865"
"4119","-23.591615521784313","-46.63491375437127"
"4122","-23.599930190194446","-46.62280296018801"
"4122","-23.602626882574256","-46.6168813500826"
"4140","-23.60915748542905","-46.63260511809682"
"4101","-23.580438695250756","-46.63888929793991"
"4141","-23.6102414454671","-46.63562215598131"
"4158","-23.624609605603347","-46.61879554010616"
"4116","-23.590837739107837","-46.62620513849615"
"4176","-23.63264754030045","-46.60302803713129"
"4149","-23.61646090674591","-46.620788196779955"
"4122","-23.6038900022217","-46.62104071051421"
"4140","-23.608107460730544","-46.63258026089216"
"4105","-23.578953042512538","-46.63645759716582"
"4110","-23.583636178458104","-46.63423686816895"
"4104","-23.575219212193705","-46.63945744987875"
"4134","-23.606606053292147","-46.626481477378974"
"4125","-23.601375303364264","-46.617158289341575"
"4149","-23.615687304749237","-46.62074473175025"
"4141","-23.609359246465434","-46.629672564112184"
"4105","-23.578502161515683","-46.63928718617875"
"4143","-23.61555146655892","-46.63453127546311"
"4127","-23.60105703497028","-46.626900175832375"
"4104","-23.57681103962685","-46.638035174413965"
"4141","-23.609894930059422","-46.63499922245943"
"4105","-23.578484731057756","-46.636300759651405"
"4159","-23.622760445467097","-46.614131580904825"
"4195","-23.658096572854763","-46.614482596860775"
"4130","-23.606772809885133","-46.618970274914844"
"4186","-23.65202030529751","-46.598035515955935"
"4103","-23.57387405009825","-46.63919265443581"
"4166","-23.645456155547848","-46.60688479109917"
"4103","-23.576038124617696","-46.63677379961336"
"4117","-23.588880065785627","-46.626666390789964"
"4166","-23.643855324456087","-46.605486101852435"
"4169","-23.63704471357262","-46.614443741329545"
"4116","-23.590662705522533","-46.62530502331353"
"4117","-23.58928112738765","-46.62576121565008"
"4190","-23.65277332944774","-46.603259145853734"
"4144","-23.616616017700743","-46.63741557452016"
"4101","-23.593008600977825","-46.630030948517984"
"4182","-23.640201963644735","-46.598597518177634"
"4142","-23.611690194010013","-46.63282611587513"
"4111","-23.586699573403017","-46.63388955675459"
"4166","-23.635293171244744","-46.60613574063705"
"4184","-23.649412735501166","-46.59975205384041"
"4138","-23.613680514570945","-46.63358099999999"
"4103","-23.57585595559466","-46.63598724839868"
"4125","-23.60032082598529","-46.619216654452096"
"4101","-23.58160990617635","-46.638067384802916"
"4134","-23.604947759911212","-46.62384801941837"
"4185","-23.650757025535224","-46.59614052844941"
"4167","-23.63536245767212","-46.61871472315191"
"4187","-23.648959199435858","-46.593556497531885"
"4140","-23.60740552349647","-46.6326320344736"
"4110","-23.586038852905503","-46.63414167193722"
"4195","-23.659473572854754","-46.61412462960935"
"4153","-23.627302438802","-46.624871818483456"
"4117","-23.58832655037795","-46.6332704686364"
"4117","-23.588656774078128","-46.62567151387847"
"4144","-23.615922887039062","-46.63738343158865"
"4186","-23.653156702273208","-46.599938131687445"
"4149","-23.61696466556059","-46.625057868861425"
"4147","-23.620788701915853","-46.63237103996194"
"4132","-23.612467659165034","-46.617706659646124"
"4106","-23.58279608742571","-46.63617531043338"
"4131","-23.603150514570956","-46.616698895925865"
"4126","-23.59808104363921","-46.63429490964172"
"4147","-23.61813711740434","-46.62836948681403"
"4177","-23.643602256448755","-46.611033663338894"
"4167","-23.631926636966945","-46.60994893297362"
"4152","-23.62506327200066","-46.625449903139234"
"4146","-23.61858930751921","-46.63365172162269"
"4157","-23.631101256448755","-46.619232663338884"
"4142","-23.612562230365267","-46.63177841701769"
"4161","-23.62724346211553","-46.61556979961335"
"4124","-23.59615427699232","-46.618830723007676"
"4106","-23.58132139716661","-46.63554432001268"
"4117","-23.58699563574856","-46.6269131560459"
"4115","-23.589052365803006","-46.62410069455826"
"4167","-23.63152142714524","-46.607103869553924"
"4114","-23.588472394396653","-46.62198545337296"
"4180","-23.635257500615992","-46.60053019246414"
"4139","-23.605492452680462","-46.63563269608747"
"4134","-23.60722199278664","-46.62218042048014"
"4143","-23.614733524842727","-46.63525921717928"
"4182","-23.642530229528553","-46.59936309409081"
"4113","-23.58446547792723","-46.62516077699232"
"4182","-23.64104099639331","-46.5992661895666"
"4101","-23.58177208881069","-46.63799557923141"
"4105","-23.57920653289282","-46.63852964293957"
"4138","-23.61302967554391","-46.636292194702484"
"4153","-23.62819818512321","-46.62469800513588"
"4140","-23.607104521784315","-46.63416161518265"
"4125","-23.600412303912524","-46.62054169692418"
"4149","-23.617134367187987","-46.62423463113857"
"4124","-23.59891472023772","-46.62160307423972"
"4166","-23.643855324456087","-46.605486101852435"
"4105","-23.578441731346217","-46.6388725814531"
"4190","-23.651639664723874","-46.60282828795658"
"4169","-23.65648455620633","-46.61482601664842"
"4107","-23.58162358312654","-46.63470874493623"
"4116","-23.59299694255292","-46.62364916985976"
"4162","-23.62680913572619","-46.60547894532286"
"4145","-23.61506041687345","-46.63084405689883"
"4142","-23.612191434749768","-46.62914743721697"
"4184","-23.648631150152923","-46.601798647238724"
"4116","-23.59290889148246","-46.62405866985975"
"4116","-23.594266801835055","-46.627553970165586"
"4126","-23.598243303364256","-46.62714379447746"
"4117","-23.588377585896506","-46.62829895850884"
"4145","-23.61820295697963","-46.63064355314791"
"4177","-23.643423","-46.60827299999998"
"4139","-23.606352471002324","-46.636190779906514"
"4138","-23.61302967554391","-46.636292194702484"
"4106","-23.57997875214959","-46.63293923397194"
"4130","-23.605202011656758","-46.61844120275258"
"4125","-23.60204921426511","-46.620218084655754"
"4131","-23.609561070026693","-46.61955165966289"
"4145","-23.617446454065444","-46.63226388842404"
"4119","-23.60043986955392","-46.634872065497156"
"4193","-23.649929329447744","-46.61105999278663"
